,n_word,n_firstSound,n_word_count,n_lemma,n_lemma_count,det,det_count,num,num_count,n_id,sen_id
3181.0,thing,Consonant,100,thing,200,a,4555.0,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0097
3182.0,terrorists,Consonant,15,terrorist,26,those,81.0,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0098
3183.0,shit,Consonant,5,shit,5,,,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0098
3184.0,war,Consonant,70,war,74,the,9347.0,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0099
3185.0,profits,Consonant,3,profit,6,those,81.0,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0099
3186.0,soldiers,Consonant,22,soldier,25,a,4555.0,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0100
3187.0,comparison,Consonant,11,comparison,12,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0100
3188.0,defense,Consonant,21,defense,21,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0100
3189.0,contractors,Consonant,3,contractor,8,those,81.0,,,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0100
3190.0,tax,Consonant,31,tax,39,,,,,19,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0100
3191.0,cash,Consonant,23,cash,23,that,203.0,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0100
3192.0,incompetence,Vowel,5,incompetence,5,,,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0101
3193.0,angle,Consonant,4,angle,4,the,9347.0,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0101
3194.0,whoopsie,Consonant,1,whoopsie,1,,,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0102
3195.0,daisy,Consonant,1,daisy,1,another,127.0,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0102
3196.0,bit,Consonant,61,bit,61,a,4555.0,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0103
3197.0,guys,Consonant,69,guy,116,these,199.0,,,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0103
3198.0,idiots,Vowel,4,idiot,5,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0103
3199.0,idiots,Vowel,4,idiot,5,,,,,17,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0104
3200.0,ops,Vowel,3,op,4,,,,,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0105
3201.0,intelligence,Vowel,27,intelligence,27,,,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0105
3202.0,terror,Consonant,24,terror,24,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0105
3203.0,group,Consonant,97,group,143,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0105
3204.0,intelligence,Vowel,27,intelligence,27,,,,,12,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0105
3205.0,officials,Vowel,33,official,42,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0105
3206.0,intelligence,Vowel,27,intelligence,27,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3207.0,channels,Consonant,2,channel,6,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3208.0,cast,Consonant,4,cast,4,a,4555.0,,,16,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3209.0,characters,Consonant,3,character,5,,,,,18,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3210.0,order,Vowel,62,order,83,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3211.0,strife,Consonant,2,strife,2,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3212.0,preparation,Consonant,4,preparation,6,,,,,27,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3213.0,attack,Consonant,32,attack,58,any,368.0,,,31,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3214.0,intelligence,Vowel,27,intelligence,27,,,,,36,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3215.0,officials,Vowel,33,official,42,,,,,37,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0106
3216.0,country,Consonant,83,country,126,a,4555.0,,,2,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0108
3217.0,leaders,Consonant,41,leader,72,the,9347.0,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0108
3218.0,friends,Consonant,65,friend,127,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0108
3219.0,terror,Consonant,24,terror,24,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0109
3220.0,group,Consonant,97,group,143,the,9347.0,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0109
3221.0,question,Consonant,58,question,153,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0109
3222.0,cult,Consonant,2,cult,3,a,4555.0,,,19,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0109
3223.0,leaders,Consonant,41,leader,72,the,9347.0,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0110
3224.0,family,Consonant,106,family,127,,,,,12,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0110
3225.0,affair,Consonant,8,affair,14,a,4555.0,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0110
3226.0,generations,Consonant,4,generation,14,,,three,65.0,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0111
3227.0,martyrs,Consonant,4,martyr,5,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0111
3228.0,grandmothers,Consonant,1,grandmother,4,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0111
3229.0,mothers,Consonant,3,mother,16,,,,,12,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0111
3230.0,daughters,Consonant,4,daughter,20,,,,,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0111
3231.0,girls,Consonant,24,girl,64,the,9347.0,,,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0112
3232.0,schools,Consonant,5,school,68,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0112
3233.0,parents,Consonant,29,parent,37,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0112
3234.0,family,Consonant,106,family,127,,,,,1,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0113
3235.0,visits,Consonant,8,visit,25,,,,,2,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0113
3236.0,nights,Consonant,7,night,103,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0113
3237.0,girls,Consonant,24,girl,64,these,199.0,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0114
3238.0,countries,Consonant,43,country,126,,,,,19,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0114
3239.0,guardians,Consonant,1,guardian,3,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0114
3240.0,supporters,Consonant,11,supporter,15,,,,,45,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0114
3241.0,ranks,Consonant,2,rank,7,the,9347.0,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0115
3242.0,generation,Consonant,10,generation,14,the,9347.0,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0115
3243.0,decided,Consonant,1,decided,1,,,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116
3244.0,word,Consonant,42,word,63,the,9347.0,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116
3245.0,day,Consonant,207,day,332,the,9347.0,,,15,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116
3246.0,girls,Consonant,24,girl,64,these,199.0,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116
3247.0,boys,Consonant,11,boy,23,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116
3248.0,leaders,Consonant,41,leader,72,,,,,36,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0116
3249.0,morning,Consonant,51,morning,53,every,107.0,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0117
3250.0,night,Consonant,96,night,103,,,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0117
3251.0,kids,Consonant,45,kid,51,the,9347.0,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0117
3252.0,poster,Consonant,4,poster,10,a,4555.0,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0117
3253.0,praises,Consonant,1,praise,3,,,,,33,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0117
3254.0,believer,Consonant,1,believer,2,a,4555.0,,,46,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0117
3255.0,children,Consonant,54,child,76,,,,,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0118
3256.0,government,Consonant,74,government,79,the,9347.0,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0118
3257.0,children,Consonant,54,child,76,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0118
3258.0,education,Consonant,21,education,21,,,,,33,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0118
3259.0,system,Consonant,65,system,80,,,,,34,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0118
3260.0,children,Consonant,54,child,76,the,9347.0,,,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0119
3261.0,schools,Consonant,5,school,68,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0119
3262.0,kids,Consonant,45,kid,51,these,199.0,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0120
3263.0,generation,Consonant,10,generation,14,the,9347.0,,,17,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0120
3264.0,soldiers,Consonant,22,soldier,25,,,,,19,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0120
3265.0,pattern,Consonant,7,pattern,8,the,9347.0,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3266.0,stories,Consonant,14,story,40,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3267.0,journey,Consonant,3,journey,3,a,4555.0,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3268.0,self,Consonant,20,self,20,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3269.0,empowerment,Consonant,2,empowerment,2,,,,,15,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3270.0,enlightenment,Consonant,1,enlightenment,1,the,9347.0,,,18,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3271.0,self,Consonant,20,self,20,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3272.0,sacrifice,Consonant,2,sacrifice,2,,,,,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3273.0,light,Consonant,35,light,43,the,9347.0,,,26,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3274.0,wisdom,Consonant,2,wisdom,2,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0122
3275.0,link,Consonant,32,link,48,,,,,1,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0123
3276.0,fellows,Consonant,1,fellow,2,the,9347.0,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0124
3277.0,government,Consonant,74,government,79,,,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0124
3278.0,military,Consonant,26,military,26,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0124
3279.0,deals,Consonant,22,deal,97,the,9347.0,,,18,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0124
3280.0,people,Consonant,316,people,327,these,199.0,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0124
3281.0,topic,Consonant,4,topic,5,the,9347.0,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0126
3282.0,priest,Consonant,4,priest,5,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0126
3283.0,conviction,Consonant,5,conviction,8,that,203.0,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0126
3284.0,question,Consonant,58,question,153,,,,,1,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0128
3285.0,mark,Consonant,11,mark,13,,,,,2,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0128
3286.0,fantasy,Consonant,2,fantasy,2,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0129
3287.0,blogosphere,Consonant,1,blogosphere,1,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0129
3288.0,trading,Consonant,19,trading,19,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0129
3289.0,game,Consonant,57,game,74,a,4555.0,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0129
3290.0,money,Consonant,111,money,113,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0129
3291.0,comparison,Consonant,11,comparison,12,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0131
3292.0,generation,Consonant,10,generation,14,another,127.0,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0134
3293.0,metal,Consonant,31,metal,31,,,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0134
3294.0,strippers,Consonant,2,stripper,2,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0134
3295.0,dope,Consonant,2,dope,2,,,,,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0134
3296.0,strippers,Consonant,2,stripper,2,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0135
3297.0,dope,Consonant,2,dope,2,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0135
3298.0,metal,Consonant,31,metal,31,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0137
3299.0,music,Consonant,22,music,22,a,4555.0,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0137
3300.0,guardian,Consonant,2,guardian,3,a,4555.0,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0138
3301.0,morality,Consonant,11,morality,11,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0138
3302.0,church,Consonant,15,church,15,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0138
3303.0,morality,Consonant,11,morality,11,,,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0138
3304.0,morality,Consonant,11,morality,11,,,,,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0138
3305.0,praise,Consonant,2,praise,3,,,,,1,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3306.0,void,Consonant,2,void,2,the,9347.0,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3307.0,behavior,Consonant,13,behavior,14,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3308.0,governments,Consonant,5,government,79,,,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3309.0,police,Consonant,26,police,26,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3310.0,establishments,Consonant,4,establishment,10,,,,,16,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3311.0,religions,Consonant,4,religion,11,,,,,18,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3312.0,task,Consonant,13,task,14,the,9347.0,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3313.0,youth,Consonant,5,youth,6,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3314.0,path,Consonant,8,path,9,the,9347.0,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3315.0,righteousness,Consonant,1,righteousness,1,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0139
3316.0,people,Consonant,316,people,327,the,9347.0,,,2,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3317.0,arms,Consonant,23,arm,29,,,,,8,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3318.0,drugs,Consonant,10,drug,25,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3319.0,sex,Consonant,5,sex,5,,,,,12,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3320.0,trafficking,Consonant,2,trafficking,2,,,,,13,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3321.0,deals,Consonant,22,deal,97,these,199.0,,,14,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3322.0,trauma,Consonant,3,trauma,4,,,,,16,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3323.0,mind,Consonant,47,mind,49,,,,,18,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3324.0,slaves,Consonant,2,slave,2,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0141
3325.0,airline,Consonant,6,airline,11,the,9347.0,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0142
3326.0,entry,Consonant,8,entry,8,the,9347.0,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0143
3327.0,stub,Consonant,1,stub,1,a,4555.0,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0143
3328.0,information,Vowel,89,information,89,some,337.0,,,17,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0143
3329.0,information,Vowel,89,information,89,some,337.0,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0145
3330.0,nature,Consonant,12,nature,12,,,,,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0146
3331.0,void,Consonant,2,void,2,a,4555.0,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0146
3332.0,chants,Consonant,1,chant,1,,,,,3,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0149
3333.0,death,Consonant,43,death,52,,,,,5,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0149
