,adj_word,adj_lemma,adj_id,mod_adj,n_word,n_lemma,n_id,sen_len,sen_id
586,nice,nice,14,,post,post,17,43,newsgroup-groups.google.com_alt.animals.cat_0e976a5d400ddce1_ENG_20040103_090500-0004
587,urban,urban,15,,wildlife,wildlife,16,43,newsgroup-groups.google.com_alt.animals.cat_0e976a5d400ddce1_ENG_20040103_090500-0004
588,more,more,42,,Arts,art,26,43,newsgroup-groups.google.com_alt.animals.cat_0e976a5d400ddce1_ENG_20040103_090500-0004
589,secure,secure,23,,donation,donation,27,31,newsgroup-groups.google.com_alt.animals.cat_0f877e44e3521d27_ENG_20040131_084700-0003
590,free,free,7,,,,,13,newsgroup-groups.google.com_alt.animals.cat_0f877e44e3521d27_ENG_20040131_084700-0004
591,more,more,6,,cats,cat,7,18,newsgroup-groups.google.com_alt.animals.cat_0f877e44e3521d27_ENG_20040131_084700-0005
592,Key,key,1,,,,,5,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0001
593,Indian,indian,4,,capital,capital,5,26,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0002
594,last,last,17,,month,month,18,26,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0002
595,deadly,deadly,20,,blasts,blast,22,26,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0002
596,Indian,indian,11,,,,,27,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0004
597,militant,militant,25,,group,group,26,27,newsgroup-groups.google.com_IndiaNewsWindow_8945cbef01f41435_ENG_20051113_092500-0004
598,best,best,6,,,,,44,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002
599,best,best,9,,,,,44,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002
600,possible,possible,12,,worlds,world,13,44,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002
601,artificial,artificial,17,,hindrances,hindrance,18,44,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002
602,free,free,25,,exchange,exchange,26,44,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002
603,able,able,41,,,,,44,newsgroup-groups.google.com_HistoricalLinguistics_f65a1220aacc96f3_ENG_20050517_153400-0002
604,beautiful,beautiful,4,,site,site,5,10,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0001
605,wonderful,wonderful,8,,idea,idea,9,10,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0001
606,sure,sure,3,,,,,41,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0003
607,sure,sure,23,,,,,41,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0003
608,Best,best,1,,,,,2,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0004
609,devoted,devoted,9,,companion,companion,6,23,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0006
610,communicative,communicative,12,mesmerizing,,,,23,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0006
611,loving,loving,15,mesmerizing,,,,23,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0006
612,mesmerizing,mesmerizing,18,loving,,,,23,newsgroup-groups.google.com_APassionforRats_207517af35c166ef_ENG_20050526_150700-0006
613,Inhibitory,inhibitory,1,,Systems,system,2,10,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0002
614,Inhibitory,inhibitory,2,,systems,system,3,37,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0003
615,essential,essential,5,,,,,37,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0003
616,important,important,18,,implications,implication,19,37,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0003
617,cortical,cortical,24,,operation,operation,25,37,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0003
618,inhibitory,inhibitory,5,,network,network,6,43,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0004
619,central,central,8,,,,,43,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0004
620,recurrent,recurrent,22,cortical,networks,network,25,43,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0004
621,excitatory,excitatory,23,cortical,networks,network,25,43,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0004
622,cortical,cortical,24,excitatory,networks,network,25,43,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0004
623,precise,precise,30,,timing,timing,31,43,newsgroup-groups.google.com_CognitiveScienceNews_05a0175fc6ece48b_ENG_20050828_091900-0004
624,Costly,costly,8,Related,Disaster,disaster,12,15,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0003
625,Related,related,11,Costly,Disaster,disaster,12,15,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0003
626,overwhelming,overwhelming,2,human,impacts,impact,6,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
627,human,human,3,overwhelming,impacts,impact,6,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
628,financial,financial,5,,,,,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
629,powerful,powerful,11,,evidence,evidence,12,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
630,political,political,14,,decisions,decision,17,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
631,economic,economic,16,,,,,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
632,other,other,24,,countries,country,25,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
633,healthy,healthy,35,,base,base,37,49,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0005
634,vulnerable,vulnerable,22,,,,,28,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0006
635,many,many,3,,scientists,scientist,4,34,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0007
636,early,early,7,,results,result,8,34,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0007
637,global,global,10,,warming,warming,11,34,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0007
638,destructive,destructive,30,,power,power,31,34,newsgroup-groups.google.com_civilization_1201f7692b7769fb_ENG_20050908_010400-0007
639,daily,daily,18,,e-mail,e-mail,19,19,newsgroup-groups.google.com_n3td3v_e874a1e5eb995654_ENG_20060120_052200-0007
640,responsible,responsible,5,,,,,29,newsgroup-groups.google.com_n3td3v_e874a1e5eb995654_ENG_20060120_052200-0010
641,such,such,8,,e-mails,e-mail,9,33,newsgroup-groups.google.com_n3td3v_e874a1e5eb995654_ENG_20060120_052200-0012
642,more,more,17,,,,,33,newsgroup-groups.google.com_n3td3v_e874a1e5eb995654_ENG_20060120_052200-0012
643,Chilean,chilean,7,,capital,capital,8,31,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0002
644,economic,economic,14,,summit,summit,15,31,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0002
645,Chinese,chinese,21,,,,,31,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0002
646,other,other,26,key,allies,ally,28,31,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0002
647,key,key,27,other,allies,ally,28,31,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0002
648,level,level,9,,field,field,11,17,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0003
649,great,great,5,,help,help,6,29,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0004
650,nuclear,nuclear,26,,,,,29,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0004
651,free,free,27,,peninsula,peninsula,28,29,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0004
652,Chinese,chinese,9,,,,,19,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0006
653,bilateral,bilateral,15,,meeting,meeting,16,19,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0006
654,annual,annual,7,,meeting,meeting,17,18,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0007
655,Chinese,chinese,15,,allies,ally,16,27,newsgroup-groups.google.com_hiddennook_f50294175d32a8ac_ENG_20041120_152800-0008
656,Chronic,chronic,3,,disease,disease,5,13,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0004
657,stuck,stuck,10,,,,,13,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0004
658,small,small,5,,list,list,7,14,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0007
659,disabled,disabled,4,,,,,19,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0013
660,AVID,avid,9,,photographer,photographer,11,19,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0013
661,Uncensored,uncensored,6,,News,news,8,9,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0014
662,Different,different,7,,Servers,server,8,10,newsgroup-groups.google.com_alt.animals.cat_003362349f033873_ENG_20040712_077100-0016
663,Furry,furry,2,,Animals,animal,3,11,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0001
664,like,like,3,wholesale,figurines,figurine,6,19,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0003
665,wholesale,wholesale,5,like,figurines,figurine,6,19,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0003
666,cute,cute,6,little,animals,animal,9,14,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0005
667,cuddly,cuddly,7,little,animals,animal,9,14,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0005
668,little,little,8,cuddly,animals,animal,9,14,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0005
669,realistic,realistic,7,,,,,8,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0006
670,Wholesale,wholesale,7,,Clients,client,8,12,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0008
671,Professional,professional,10,,Vendor,vendor,11,35,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0009
672,interested,interested,24,,,,,35,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0009
673,Full,full,4,,Color,color,5,17,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0011
674,Wholesale,wholesale,8,,Price,price,9,17,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0011
675,ready,ready,11,,Catalog,catalog,6,17,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0011
676,minimum,minimum,2,,order,order,3,5,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0012
677,additional,additional,9,,,,,16,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0013
678,total,total,14,,order,order,15,16,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0013
679,Personal,personal,18,,Checks,check,19,23,newsgroup-groups.google.com_alt.animals.bears_07e0e03c803ffdbd_ENG_20040217_113500-0014
680,Magic,magic,3,,Cubes,cube,4,4,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0001
681,modern,modern,8,,art,art,9,24,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0002
682,Chinese,chinese,7,,calligraphy,calligraphy,8,9,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0004
683,modern,modern,14,,calligraphy,calligraphy,15,16,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0005
684,several,several,15,different,techniques,technique,17,33,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0007
685,different,different,16,several,techniques,technique,17,33,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0007
686,single,single,20,,work,work,21,33,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0007
687,magic,magic,8,,cubes,cube,9,20,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0008
688,tricky,tricky,19,,,,,20,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0008
689,mathematical,mathematical,3,,,,,8,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0009
690,linguistic,linguistic,7,,,,,8,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0009
691,mathematical,mathematical,10,,logic,logic,11,40,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0010
692,bass,bass,21,,notes,note,22,40,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0010
693,green,green,38,,blazes,blaze,39,40,newsgroup-groups.google.com_fineart_0339fc0ed4e53c5a_ENG_20050930_025500-0010
694,online,online,10,,encyclopedia,encyclopedia,11,31,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0003
695,next,next,24,,target,target,25,26,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0006
696,online,online,15,,dictionary,dictionary,16,18,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0007
697,More,more,1,,,,,3,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0008
698,specific,specific,8,,,,,30,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0010
699,creative,creative,21,,ways,way,22,30,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0010
700,global,global,12,,domination,domination,13,19,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0011
701,interesting,interesting,4,,,,,30,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0012
702,major,major,22,,defeat,defeat,23,30,newsgroup-groups.google.com_hiddennook_1fd8f731ae7ffaa0_ENG_20050214_192900-0012
703,useful,useful,12,,,,,19,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0004
704,great,great,4,,,,,35,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0007
705,short,short,18,,description,description,19,35,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0007
706,good,good,6,,place,place,7,30,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0008
707,local,local,11,,area,area,12,23,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0009
708,more,more,3,,,,,25,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0010
709,happy,happy,5,,,,,25,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0010
710,Kind,kind,1,,regards,regards,2,2,newsgroup-groups.google.com_chantonline_3e01677617c74720_ENG_20060112_102000-0012
711,little,little,2,,boy,boy,3,39,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0003
712,best,best,13,,friend,friend,14,39,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0003
713,next,next,17,,door,door,18,39,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0003
714,involved,involved,16,,,,,24,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0006
715,afraid,afraid,4,,,,,22,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0007
716,GREAT,great,19,,LOSS,loss,20,22,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0007
717,silent,silent,4,,,,,12,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0008
718,other,other,9,,children,child,10,12,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0008
719,timid,timid,3,,voice,voice,4,29,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0011
720,Wonderful,wonderful,2,,,,,7,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0012
721,Marvelous,marvelous,2,,,,,3,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0013
722,great,great,25,,loss,loss,26,28,newsgroup-groups.google.com_jokecity_0566f0ba3b5f748f_ENG_20051125_240500-0015
723,new,new,3,,system,system,6,33,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0005
724,lunar,lunar,4,,transportation,transportation,5,33,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0005
725,unique,unique,9,,architecture,architecture,10,33,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0005
726,private,private,6,,capital,capital,7,36,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0006
727,Wise,wise,1,tight,decision,decision,2,23,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0007
728,private,private,7,,sector,sector,8,23,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0007
729,tight,tight,16,Wise,decision,decision,2,23,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0007
730,interesting,interesting,6,,,,,8,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0008
731,involved,involved,7,,,,,28,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0010
732,private,private,10,,sector,sector,11,28,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0010
733,involved,involved,21,,,,,28,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0010
734,pleased,pleased,18,,,,,28,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0011
