,n_word,n_lemma,n_id,det,det_lemma,num,num_lemma,adj,num_adj,ncomp,ncomp_lemma,num_ncomp,nmod,nmod_lemma,num_nmod,sen_len,sen_id
2938,Investigators,investigator,1,,,,,,,,,,,,,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2939,nun,nun,4,the,the,,,,,,,,,,,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2940,wounds,wound,20,,,nine,nine,,,,,,chest,chest,1,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2941,chest,chest,23,,,,,,,,,,,,,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2942,shape,shape,26,the,the,,,,,,,,cross,cross,1,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2943,cross,cross,30,an,an,,,,,,,,,,,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2944,symbol,symbol,37,a,a,,,Satanic,1,,,,,,,38,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0034
2945,altar,altar,2,,,,,,,,,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0035
2946,cloth,cloth,3,An,An,,,,,altar,altar,1,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0035
2947,body,body,11,,,,,naked,1,,,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0035
2948,prosecutor,prosecutor,14,,,,,,,,,,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0036
2949,arguments,argument,20,,,,,,,,,,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0036
2950,message,message,5,a,a,,,,,,,,,,,16,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0037
2951,sentencing,sentencing,3,the,the,,,,,,,,,,,52,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0038
2952,supporters,supporter,9,,,,,tearful,1,,,,,,,52,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0038
2953,leader,leader,18,a,a,,,local,1,,,,,,,52,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0038
2954,case,case,37,the,the,,,,,,,,,,,52,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0038
2955,hell,hell,49,,,,,,,,,,,,,52,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0038
2956,statement,statement,4,,,,,,,,,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0039
2957,conviction,conviction,8,,,,,,,,,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0039
2958,police,police,5,,,,,,,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2959,prosecutors,prosecutor,7,,,,,,,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2960,tools,tool,10,the,the,,,,,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2961,will,will,13,the,the,,,,,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2962,crimes,crime,18,,,,,horrific,1,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2963,defendants,defendant,23,the,the,,,,,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2964,individuals,individual,27,,,,,powerful,1,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2965,institutions,institution,29,,,,,,,,,,,,,30,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0040
2966,victims,victim,2,,,,,,,,,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0041
2967,witnesses,witness,4,,,,,,,,,,,,,10,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0041
2968,victims,victim,2,,,,,,,,,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0042
2969,witnesses,witness,4,,,,,,,,,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0042
2970,child,child,12,a,a,,,,,,,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0042
2971,truth,truth,17,the,the,,,,,,,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0042
2972,justice,justice,22,,,,,,,,,,,,,25,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0042
2973,murder,murder,2,,,,,,,,,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0043
2974,weapon,weapon,3,The,The,,,,,murder,murder,1,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0043
2975,letter,letter,7,,,,,,,,,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0043
2976,opener,opener,8,,,,,,,letter,letter,1,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0043
2977,email,email,5,an,an,,,,,,,,,,,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2978,follow,follow,8,,,,,,,,,,,,,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2979,up,up,10,a,a,,,,,follow,follow,1,"email, reopening","email, reopening",2,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2980,reopening,reopening,13,the,the,,,,,,,,investigation,investigation,1,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2981,investigation,investigation,16,the,the,,,,,,,,Murders,murder,1,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2982,Child,child,20,,,,,,,,,,,,,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2983,Murders,murder,21,the,the,,,,,Child,child,1,,,,22,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0044
2984,man,man,9,the,the,,,,,,,,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0045
2985,investigations,investigation,13,the,the,,,,,,,,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0045
2986,year,year,15,,,,,last,1,,,,,,,21,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0045
2987,people,people,5,the,the,,,,,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2988,county,county,8,the,the,,,,,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2989,replacement,replacement,14,a,a,,,,,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2990,none,none,17,,,,,other,1,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2991,supervisor,supervisor,25,the,the,,,original,1,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2992,office,office,34,,,,,,,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2993,murders,murder,37,the,the,,,,,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2994,investigation,investigation,41,the,the,,,subsequent,1,,,,,,,42,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0046
2995,Police,police,1,,,,,,,,,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0048
2996,prosecutors,prosecutor,3,,,,,,,,,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0048
2997,tools,tool,6,the,the,,,,,,,,,,,7,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0048
2998,will,will,2,The,The,,,,,,,,,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0049
2999,matter,matter,5,another,another,,,,,,,,,,,6,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0049
3000,domain,domain,5,the,the,,,,,,,,,,,11,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0052
3001,lots,lot,1,,,,,,,,,,stories,story,1,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0053
3002,stories,story,4,,,,,important,1,,,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0053
3003,today,today,7,,,,,,,,,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0053
3004,souls,soul,16,a,a,,,"few, good",2,,,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0053
3005,conviction,conviction,19,that,that,,,,,,,,,,,20,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0053
3006,law,law,3,,,,,,,,,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0055
3007,enforcement,enforcement,4,,,,,,,law,law,1,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0055
3008,will,will,8,the,the,,,,,,,,,,,9,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0055
3009,CRACKDOWN,crackdown,1,,,,,,,,,,GROUP,group,1,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0056
3010,POLYGAMY,polygamy,3,,,,,,,,,,,,,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0056
3011,GROUP,group,4,,,,,,,POLYGAMY,polygamy,1,,,,4,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0056
3012,groups,group,3,,,,,"Small, polygamous",2,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0057
3013,eye,eye,16,the,the,,,watchful,1,,,,authorities,authority,1,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0057
3014,authorities,authority,18,,,,,,,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0057
3015,sect,sect,22,a,a,,,,,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0057
3016,leader,leader,4,,,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3017,list,list,14,,,,,,,,,,Fugitives,fugitive,1,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3018,Fugitives,fugitive,20,,,Ten,ten,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3019,move,move,24,a,a,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3020,law,law,27,,,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3021,enforcement,enforcement,28,,,,,,,law,law,1,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3022,change,change,31,,,,,dramatic,1,,,,"approach, years, impact","approach, year, impact",3,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3023,approach,approach,33,,,,,,,,,,group,group,1,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3024,group,group,37,the,the,,,polygamous,1,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3025,years,year,40,,,,,recent,1,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3026,impact,impact,47,the,the,,,vulnerable,1,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3027,group,group,50,the,the,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3028,practices,practice,52,,,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3029,law,law,54,,,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3030,enforcement,enforcement,55,,,,,,,law,law,1,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3031,officials,official,56,,,,,,,enforcement,enforcement,1,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3032,sect,sect,67,the,the,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3033,children,child,70,,,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3034,women,woman,72,,,,,,,,,,,,,73,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0059
3035,father,father,10,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3036,followers,follower,18,some,some,"10,000","10,000",,,,,,"communities, assets","community, asset",2,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3037,communities,community,22,,,,,"several, southwestern",2,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3038,assets,asset,25,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3039,government,government,36,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3040,officials,official,37,,,,,,,government,government,1,communities,community,1,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3041,school,school,39,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3042,authorities,authority,40,,,,,,,school,school,1,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3043,police,police,43,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3044,communities,community,46,those,those,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3045,sect,sect,52,the,the,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3046,ex-members,ex-member,55,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3047,child,child,58,,,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3048,abuse,abuse,61,,,,,sexual,1,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3049,charges,charge,62,,,,,,,child,child,1,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3050,girls,girl,67,,,,,underage,1,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3051,men,man,72,,,,,older,1,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3052,sect,sect,78,the,the,,,,,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3053,compounds,compound,83,,,,,secluded,1,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3054,state,state,85,,,,,federal,1,,,,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3055,authorities,authority,88,,,,,,,state,state,1,,,,95,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0060
3056,assault,assault,12,,,,,sexual,1,,,,girls,girl,1,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0062
3057,girls,girl,15,,,,,underage,1,,,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0062
3058,marriages,marriage,22,,,,,spiritual,1,,,,girls,girl,1,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0062
3059,girls,girl,24,,,,,,,,,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0062
3060,men,man,27,,,,,older,1,,,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0062
3061,weekend,weekend,2,,,,,,,,,,,,,32,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0063
3062,press,press,3,,,,,,,,,,,,,32,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0063
3063,conferences,conference,4,,,,,,,"weekend, press","weekend, press",2,,,,32,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0063
3064,state,state,14,,,,,,,,,,,,,32,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0063
3065,officials,official,15,,,,,,,,,,,,,32,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0063
3066,bodyguards,bodyguard,30,,,,,armed,1,,,,,,,32,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0063
3067,past,past,3,the,the,,,,,,,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0064
3068,terms,term,10,,,,,apocalyptic,1,,,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0064
3069,end,end,14,a,a,,,violent,1,,,,world,world,1,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0064
3070,world,world,17,the,the,,,,,,,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0064
3071,members,member,22,,,,,former,1,,,,,,,23,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0064
3072,hate,hate,7,,,,,,,,,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0066
3073,philosophies,philosophy,10,,,,,"other, related",2,,,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0066
3074,racism,racism,25,,,,,,,,,,,,,28,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0066
3075,race,race,4,The,The,,,black,1,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3076,people,people,7,the,the,,,able,1,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3077,devil,devil,11,the,the,,,,,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3078,evil,evil,18,,,,,,,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3079,earth,earth,21,the,the,,,,,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3080,Intelligence,intelligence,37,,,,,,,,,,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3081,Report,report,38,,,,,,,Intelligence,intelligence,1,,,,40,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067
3082,editorial,editorial,2,An,An,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3083,church,church,5,,,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3084,year,year,17,this,this,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3085,state,state,22,the,the,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3086,history,history,24,,,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3087,belief,belief,28,a,a,,,conservative,1,,,,choice,choice,1,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3088,choice,choice,31,,,,,free,1,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3089,unwillingness,unwillingness,35,an,an,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3090,hornet,hornet,40,a,a,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3091,nest,nest,42,,,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3092,media,media,46,the,the,,,national,1,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3093,kid,kid,53,,,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3094,glove,glove,55,,,,,,,kid,kid,1,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3095,approach,approach,56,the,the,,,,,glove,glove,1,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3096,lawmakers,lawmaker,57,,,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
3097,law,law,59,,,,,,,,,,,,,71,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068
