,adj_word,adj_lemma,adj_id,adj_type,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
1064,serious,serious,11,amod,serious,1,problems,problem,12,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0036
1065,political,political,14,amod,political,1,fallout,fallout,15,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0036
1066,serious,serious,7,amod,"serious, political",2,fallout,fallout,9,42,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0037
1067,political,political,8,amod,"serious, political",2,fallout,fallout,9,42,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0037
1068,anti-army,anti-army,14,amod,anti-army,1,feeling,feeling,15,42,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0037
1069,tribal,tribal,18,amod,tribal,1,areas,area,19,42,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0037
1070,heavy,heavy,25,amod,heavy,1,casualties,casualty,26,42,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0037
1071,Pakistani,pakistani,32,amod,Pakistani,1,soldiers,soldier,33,42,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0037
1072,actionable,actionable,11,amod,actionable,1,intelligence,intelligence,12,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0038
1073,Afghan,afghan,3,conj,Afghan,1,,,,21,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0040
1074,major,major,5,amod,"major, covert",2,attempts,attempt,7,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0041
1075,covert,covert,6,amod,"major, covert",2,attempts,attempt,7,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0041
1076,Afghan,afghan,8,amod,Afghan,1,elections,election,9,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0042
1077,isolated,isolated,16,root,isolated,1,,,,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0042
1078,mainstream,mainstream,19,amod,mainstream,1,,,,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0042
1079,certain,certain,4,advcl,certain,1,,,,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1080,key,key,13,amod,"key, former",2,figures,figure,17,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1081,former,former,14,amod,"key, former",2,figures,figure,17,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1082,such,such,18,case,such,1,,,,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1083,little,little,30,amod,little,1,reason,reason,31,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1084,moderate,moderate,33,amod,moderate,1,leaders,leader,35,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1085,former,former,40,amod,former,1,figures,figure,43,48,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0044
1086,moderate,moderate,15,amod,moderate,1,,,,17,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0045
1087,Afghan,afghan,1,amod,Afghan,1,officials,official,2,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0046
1088,new,new,16,amod,new,1,chief,chief,18,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0046
1089,last,last,12,amod,last,1,year,year,13,36,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0047
1090,Pakistani,pakistani,17,amod,Pakistani,1,delegation,delegation,18,36,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0047
1091,tripartite,tripartite,21,amod,"tripartite, military",2,meetings,meeting,23,36,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0047
1092,military,military,22,amod,"tripartite, military",2,meetings,meeting,23,36,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0047
1093,Afghan,afghan,26,amod,Afghan,1,military,military,29,36,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0047
1094,related,related,32,amod,related,1,issues,issue,31,36,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0047
1095,Balochi,balochi,15,amod,"Balochi, active",2,insurgents,insurgent,16,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0049
1096,active,active,19,acl:relcl,"Balochi, active",2,insurgents,insurgent,16,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0049
1097,Pakistani,pakistani,21,amod,Pakistani,1,,,,23,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0049
1098,Pakistani,pakistani,1,amod,Pakistani,1,officials,official,2,20,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0050
1099,many,many,7,amod,many,1,agents,agent,11,20,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0050
1100,Pakistani,pakistani,17,amod,Pakistani,1,official,official,18,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0051
1101,Indian,indian,10,amod,Indian,1,hand,hand,11,39,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0053
1102,Afghan,afghan,13,amod,Afghan,1,soil,soil,14,39,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0053
1103,adverse,adverse,12,amod,adverse,1,action,action,13,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0054
1104,Indian,indian,18,amod,Indian,1,diplomats,diplomat,19,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0054
1105,Senior,senior,1,amod,Senior,1,diplomats,diplomat,3,11,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0055
1106,military,military,5,amod,military,1,officials,official,6,11,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0055
1107,major,major,3,amod,"major, regional",2,shift,shift,5,52,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0056
1108,regional,regional,4,amod,"major, regional",2,shift,shift,5,52,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0056
1109,former,former,26,amod,former,1,,,,52,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0056
1110,strenuous,strenuous,30,amod,strenuous,1,efforts,effort,31,52,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0056
1111,presidential,presidential,34,amod,presidential,1,candidate,candidate,35,52,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0056
1112,particular,particular,3,nmod,particular,1,,,,17,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0057
1113,Iranian,iranian,6,amod,Iranian,1,advice,advice,7,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0058
1114,fellow,fellow,10,amod,"fellow, Panjsheri",2,,,,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0058
1115,Panjsheri,panjsheri,11,amod,"fellow, Panjsheri",2,,,,19,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0058
1116,Iranian,iranian,5,amod,Iranian,1,influence,influence,6,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0059
1117,critical,critical,9,xcomp,critical,1,,,,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0059
1118,same,same,32,obj,same,1,,,,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0059
1119,military,military,4,amod,military,1,presence,presence,5,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0060
1120,moderate,moderate,20,amod,moderate,1,leadership,leadership,21,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0060
1121,keen,keen,23,root,keen,1,,,,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0060
1122,powerful,powerful,2,amod,powerful,1,hardliners,hardliner,3,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0061
1123,new,new,15,amod,new,1,issue,issue,16,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0061
1124,likely,likely,18,conj,likely,1,,,,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0061
1125,Iranian,iranian,1,amod,Iranian,1,officials,official,2,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0062
1126,concerned,concerned,5,root,concerned,1,,,,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0062
1127,massive,massive,14,amod,massive,1,airbase,airbase,18,26,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0062
1128,western,western,6,amod,western,1,,,,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0063
1129,possible,possible,11,xcomp,possible,1,,,,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0063
1130,last,last,26,amod,last,1,month,month,27,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0063
1131,close,close,32,amod,close,1,ally,ally,33,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0063
1132,Iranian,iranian,35,amod,Iranian,1,hardliners,hardliner,36,37,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0063
1133,Iranian,iranian,1,amod,Iranian,1,officials,official,2,22,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0064
1134,nuclear,nuclear,14,amod,nuclear,1,weapons,weapon,15,61,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0065
1135,second,second,25,amod,second,1,,,,61,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0065
1136,future,future,56,amod,future,1,actions,action,58,61,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0065
1137,Afghan,afghan,1,amod,Afghan,1,officials,official,2,16,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0066
1138,Special,special,10,amod,Special,1,Forces,force,11,16,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0066
1139,small,small,6,amod,small,1,number,number,7,20,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0068
1140,few,few,14,amod,few,1,helicopters,helicopter,15,20,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0068
1141,difficult,difficult,7,amod,difficult,1,situation,situation,10,24,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0069
1142,sensitive,sensitive,9,conj,sensitive,1,,,,24,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0069
1143,excellent,excellent,16,amod,excellent,1,relations,relation,17,24,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0069
1144,good,good,10,ccomp,good,1,,,,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0071
1145,much,much,19,obj,much,1,,,,31,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0072
1146,election,election,4,amod,election,1,scenario,scenario,5,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0073
1147,clear,clear,10,xcomp,clear,1,,,,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0073
1148,Afghan,afghan,21,amod,Afghan,1,people,people,22,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0073
1149,Afghan,afghan,25,amod,Afghan,1,,,,27,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0073
1150,significant,significant,4,amod,significant,1,move,move,5,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0074
1151,Afghan,afghan,6,amod,"Afghan, Pashtun",2,tribes,tribe,8,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0074
1152,Pashtun,pashtun,7,amod,"Afghan, Pashtun",2,tribes,tribe,8,33,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0074
1153,Many,many,1,amod,Many,1,,,,10,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0075
1154,clear,clear,5,root,clear,1,,,,46,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076
1155,key,key,18,amod,key,1,figures,figure,21,46,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076
1156,fluid,fluid,24,amod,"fluid, political",2,situation,situation,26,46,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076
1157,political,political,25,amod,"fluid, political",2,situation,situation,26,46,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076
1158,unlimited,unlimited,37,amod,unlimited,1,sanctuary,sanctuary,38,46,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076
1159,Pakistani,pakistani,44,amod,Pakistani,1,soil,soil,45,46,weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076
1160,close,close,9,amod,close,1,multi-millionnaires,multi-millionnaire,8,28,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0001
1161,absurd,absurd,24,root,absurd,1,,,,28,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0001
1162,false,false,15,root,false,1,,,,27,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0002
1163,historical,historical,22,amod,historical,1,record,record,23,27,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0002
1164,false,false,26,xcomp,false,1,,,,27,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0002
1165,Most,most,1,nsubj,Most,1,,,,15,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0003
1166,Big,big,8,amod,Big,1,Lie,lie,9,17,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0005
1167,true,true,2,amod,true,1,absurdity,absurdity,3,30,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0006
1168,entire,entire,6,amod,entire,1,situation,situation,7,30,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0006
1169,superficial,superficial,9,advcl,superficial,1,,,,15,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0008
1170,minor,minor,15,amod,minor,1,wound,wound,16,50,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0009
1171,mortal,mortal,41,amod,mortal,1,danger,danger,42,50,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0009
1172,such,such,4,amod,such,1,thing,thing,5,6,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0012
1173,wee,wee,13,amod,wee,1,hours,hour,14,15,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0015
1174,other,other,7,amod,other,1,use,use,9,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0018
1175,key,key,12,amod,key,1,issue,issue,13,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0018
1176,addictive,addictive,25,amod,addictive,1,personality,personality,26,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0018
1177,erratic,erratic,35,amod,erratic,1,actions,action,38,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0018
1178,alarming,alarming,37,conj,alarming,1,,,,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0018
1179,explosive,explosive,2,amod,explosive,1,temper,temper,3,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0019
1180,disastrous,disastrous,7,amod,disastrous,1,siege,siege,8,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0019
1181,last,last,11,amod,last,1,spring,spring,12,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0019
1182,most,most,18,nsubj,most,1,women,woman,21,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0019
1183,civilian,civilian,32,amod,civilian,1,mercenaries,mercenary,33,41,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0019
1184,sadistic,sadistic,4,amod,sadistic,1,streak,streak,5,6,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0022
1185,wrong,wrong,26,nmod:npmod,wrong,1,doers,doer,28,33,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0024
1186,little,little,30,advmod,little,1,,,,33,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0024
1187,large,large,11,amod,large,1,scale,scale,12,15,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0025
1188,deep,deep,12,amod,deep,1,emotions,emotion,13,16,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0026
1189,nervous,nervous,6,amod,nervous,1,system,system,7,18,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0027
1190,various,various,9,amod,"various, toxic",2,substances,substance,12,18,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0027
1191,toxic,toxic,11,amod,"various, toxic",2,substances,substance,12,18,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0027
1192,visual,visual,9,amod,visual,1,,,,31,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0028
1193,spatial,spatial,11,amod,spatial,1,abilities,ability,12,31,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0028
1194,short,short,20,amod,short,1,term,term,22,31,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0028
1195,slowest,slowest,27,root,slowest,1,,,,31,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0028
1196,laudable,laudable,22,root,laudable,1,,,,23,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0029
1197,severe,severe,5,amod,severe,1,effects,effect,6,31,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0030
1198,powerful,powerful,26,amod,powerful,1,man,man,27,31,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0030
1199,full,full,13,amod,full,1,service,service,14,37,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0031
1200,AWOL,awol,5,csubj,AWOL,1,,,,11,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0032
1201,unclear,unclear,10,root,unclear,1,,,,11,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0032
1202,clear,clear,4,root,clear,1,,,,26,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0033
1203,devastating,devastating,32,amod,devastating,1,insight,insight,33,48,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0034
1204,young,young,23,amod,young,1,lieutenant,lieutenant,24,29,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0036
1205,early,early,27,amod,early,1,1970s,1970,28,29,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0036
1206,present,present,11,acl:relcl,present,1,,,,29,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0038
1207,smart,smart,8,amod,"smart, funny, young",3,woman,woman,12,25,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0042
1208,funny,funny,10,amod,"smart, funny, young",3,woman,woman,12,25,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0042
1209,young,young,11,amod,"smart, funny, young",3,woman,woman,12,25,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0042
1210,exciting,exciting,21,amod,exciting,1,campaign,campaign,24,25,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0042
